Job title,Job location,Department,Offered salary,Description of the company,Job description,Requirements/qualifications,Offered benefits,"Full-time, part-time, etc.",Experience required,Sector,Job function,fraudulent
Fake Job Title 1134,"New York, NY",HR,$5000/month,This is a fake company profile for job 1134.,This is a suspicious job description for position 1134.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 1609,Remote,Operations,$3000/month,This is a reputable company profile for job 1609.,This is a genuine job description for position 1609.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 673,Remote,Operations,$5000/month,This is a fake company profile for job 673.,This is a suspicious job description for position 673.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 233,Remote,Operations,$5000/month,This is a fake company profile for job 233.,This is a suspicious job description for position 233.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 1010,"New York, NY",HR,$3000/month,This is a reputable company profile for job 1010.,This is a genuine job description for position 1010.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 1200,"New York, NY",HR,$5000/month,This is a fake company profile for job 1200.,This is a suspicious job description for position 1200.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 308,"New York, NY",HR,$5000/month,This is a fake company profile for job 308.,This is a suspicious job description for position 308.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 361,Remote,Operations,$3000/month,This is a reputable company profile for job 361.,This is a genuine job description for position 361.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 1397,Remote,Operations,$5000/month,This is a fake company profile for job 1397.,This is a suspicious job description for position 1397.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 1648,"New York, NY",HR,$5000/month,This is a fake company profile for job 1648.,This is a suspicious job description for position 1648.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 925,Remote,Operations,$5000/month,This is a fake company profile for job 925.,This is a suspicious job description for position 925.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 1678,"New York, NY",HR,$3000/month,This is a reputable company profile for job 1678.,This is a genuine job description for position 1678.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Real Job Title 1311,Remote,Operations,$3000/month,This is a reputable company profile for job 1311.,This is a genuine job description for position 1311.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Real Job Title 1171,Remote,Operations,$3000/month,This is a reputable company profile for job 1171.,This is a genuine job description for position 1171.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Real Job Title 1955,Remote,Operations,$3000/month,This is a reputable company profile for job 1955.,This is a genuine job description for position 1955.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Real Job Title 801,Remote,Operations,$3000/month,This is a reputable company profile for job 801.,This is a genuine job description for position 801.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 401,Remote,Operations,$5000/month,This is a fake company profile for job 401.,This is a suspicious job description for position 401.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 345,Remote,Operations,$3000/month,This is a reputable company profile for job 345.,This is a genuine job description for position 345.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 695,Remote,Operations,$5000/month,This is a fake company profile for job 695.,This is a suspicious job description for position 695.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 987,Remote,Operations,$3000/month,This is a reputable company profile for job 987.,This is a genuine job description for position 987.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 526,"New York, NY",HR,$5000/month,This is a fake company profile for job 526.,This is a suspicious job description for position 526.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 744,"New York, NY",HR,$3000/month,This is a reputable company profile for job 744.,This is a genuine job description for position 744.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 947,Remote,Operations,$5000/month,This is a fake company profile for job 947.,This is a suspicious job description for position 947.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 1672,"New York, NY",HR,$3000/month,This is a reputable company profile for job 1672.,This is a genuine job description for position 1672.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 447,Remote,Operations,$5000/month,This is a fake company profile for job 447.,This is a suspicious job description for position 447.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 23,Remote,Operations,$5000/month,This is a fake company profile for job 23.,This is a suspicious job description for position 23.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 114,"New York, NY",HR,$3000/month,This is a reputable company profile for job 114.,This is a genuine job description for position 114.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Real Job Title 1438,"New York, NY",HR,$3000/month,This is a reputable company profile for job 1438.,This is a genuine job description for position 1438.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 972,"New York, NY",HR,$5000/month,This is a fake company profile for job 972.,This is a suspicious job description for position 972.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 1242,"New York, NY",HR,$3000/month,This is a reputable company profile for job 1242.,This is a genuine job description for position 1242.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Real Job Title 1143,Remote,Operations,$3000/month,This is a reputable company profile for job 1143.,This is a genuine job description for position 1143.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 410,"New York, NY",HR,$5000/month,This is a fake company profile for job 410.,This is a suspicious job description for position 410.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 1217,Remote,Operations,$3000/month,This is a reputable company profile for job 1217.,This is a genuine job description for position 1217.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Real Job Title 1826,"New York, NY",HR,$3000/month,This is a reputable company profile for job 1826.,This is a genuine job description for position 1826.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Real Job Title 1199,Remote,Operations,$3000/month,This is a reputable company profile for job 1199.,This is a genuine job description for position 1199.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Real Job Title 86,"New York, NY",HR,$3000/month,This is a reputable company profile for job 86.,This is a genuine job description for position 86.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Real Job Title 1519,Remote,Operations,$3000/month,This is a reputable company profile for job 1519.,This is a genuine job description for position 1519.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 1834,"New York, NY",HR,$5000/month,This is a fake company profile for job 1834.,This is a suspicious job description for position 1834.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 1382,"New York, NY",HR,$3000/month,This is a reputable company profile for job 1382.,This is a genuine job description for position 1382.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Real Job Title 1376,"New York, NY",HR,$3000/month,This is a reputable company profile for job 1376.,This is a genuine job description for position 1376.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Real Job Title 669,Remote,Operations,$3000/month,This is a reputable company profile for job 669.,This is a genuine job description for position 669.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 656,"New York, NY",HR,$5000/month,This is a fake company profile for job 656.,This is a suspicious job description for position 656.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 1015,Remote,Operations,$3000/month,This is a reputable company profile for job 1015.,This is a genuine job description for position 1015.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Real Job Title 129,Remote,Operations,$3000/month,This is a reputable company profile for job 129.,This is a genuine job description for position 129.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Real Job Title 1365,Remote,Operations,$3000/month,This is a reputable company profile for job 1365.,This is a genuine job description for position 1365.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 1145,Remote,Operations,$5000/month,This is a fake company profile for job 1145.,This is a suspicious job description for position 1145.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 371,Remote,Operations,$5000/month,This is a fake company profile for job 371.,This is a suspicious job description for position 371.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 892,"New York, NY",HR,$3000/month,This is a reputable company profile for job 892.,This is a genuine job description for position 892.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 1499,Remote,Operations,$5000/month,This is a fake company profile for job 1499.,This is a suspicious job description for position 1499.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 1360,"New York, NY",HR,$3000/month,This is a reputable company profile for job 1360.,This is a genuine job description for position 1360.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Real Job Title 308,"New York, NY",HR,$3000/month,This is a reputable company profile for job 308.,This is a genuine job description for position 308.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 969,Remote,Operations,$5000/month,This is a fake company profile for job 969.,This is a suspicious job description for position 969.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 1716,"New York, NY",HR,$5000/month,This is a fake company profile for job 1716.,This is a suspicious job description for position 1716.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 384,"New York, NY",HR,$3000/month,This is a reputable company profile for job 384.,This is a genuine job description for position 384.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Real Job Title 151,Remote,Operations,$3000/month,This is a reputable company profile for job 151.,This is a genuine job description for position 151.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 175,Remote,Operations,$5000/month,This is a fake company profile for job 175.,This is a suspicious job description for position 175.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 1318,"New York, NY",HR,$3000/month,This is a reputable company profile for job 1318.,This is a genuine job description for position 1318.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Real Job Title 1452,"New York, NY",HR,$3000/month,This is a reputable company profile for job 1452.,This is a genuine job description for position 1452.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 1865,Remote,Operations,$5000/month,This is a fake company profile for job 1865.,This is a suspicious job description for position 1865.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 1665,Remote,Operations,$5000/month,This is a fake company profile for job 1665.,This is a suspicious job description for position 1665.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 427,Remote,Operations,$3000/month,This is a reputable company profile for job 427.,This is a genuine job description for position 427.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Real Job Title 495,Remote,Operations,$3000/month,This is a reputable company profile for job 495.,This is a genuine job description for position 495.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Real Job Title 1208,"New York, NY",HR,$3000/month,This is a reputable company profile for job 1208.,This is a genuine job description for position 1208.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 1634,"New York, NY",HR,$5000/month,This is a fake company profile for job 1634.,This is a suspicious job description for position 1634.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 472,"New York, NY",HR,$5000/month,This is a fake company profile for job 472.,This is a suspicious job description for position 472.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 1209,Remote,Operations,$3000/month,This is a reputable company profile for job 1209.,This is a genuine job description for position 1209.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Real Job Title 1821,Remote,Operations,$3000/month,This is a reputable company profile for job 1821.,This is a genuine job description for position 1821.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 1034,"New York, NY",HR,$5000/month,This is a fake company profile for job 1034.,This is a suspicious job description for position 1034.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 1218,"New York, NY",HR,$5000/month,This is a fake company profile for job 1218.,This is a suspicious job description for position 1218.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 1672,"New York, NY",HR,$5000/month,This is a fake company profile for job 1672.,This is a suspicious job description for position 1672.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 715,Remote,Operations,$5000/month,This is a fake company profile for job 715.,This is a suspicious job description for position 715.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 1967,Remote,Operations,$3000/month,This is a reputable company profile for job 1967.,This is a genuine job description for position 1967.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Real Job Title 1240,"New York, NY",HR,$3000/month,This is a reputable company profile for job 1240.,This is a genuine job description for position 1240.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 776,"New York, NY",HR,$5000/month,This is a fake company profile for job 776.,This is a suspicious job description for position 776.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 180,"New York, NY",HR,$5000/month,This is a fake company profile for job 180.,This is a suspicious job description for position 180.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 276,"New York, NY",HR,$3000/month,This is a reputable company profile for job 276.,This is a genuine job description for position 276.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Real Job Title 490,"New York, NY",HR,$3000/month,This is a reputable company profile for job 490.,This is a genuine job description for position 490.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 1154,"New York, NY",HR,$5000/month,This is a fake company profile for job 1154.,This is a suspicious job description for position 1154.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 1230,"New York, NY",HR,$3000/month,This is a reputable company profile for job 1230.,This is a genuine job description for position 1230.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Real Job Title 691,Remote,Operations,$3000/month,This is a reputable company profile for job 691.,This is a genuine job description for position 691.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 1304,"New York, NY",HR,$5000/month,This is a fake company profile for job 1304.,This is a suspicious job description for position 1304.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 652,"New York, NY",HR,$5000/month,This is a fake company profile for job 652.,This is a suspicious job description for position 652.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 820,"New York, NY",HR,$5000/month,This is a fake company profile for job 820.,This is a suspicious job description for position 820.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 529,Remote,Operations,$5000/month,This is a fake company profile for job 529.,This is a suspicious job description for position 529.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 1781,Remote,Operations,$3000/month,This is a reputable company profile for job 1781.,This is a genuine job description for position 1781.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 1663,Remote,Operations,$5000/month,This is a fake company profile for job 1663.,This is a suspicious job description for position 1663.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 756,"New York, NY",HR,$5000/month,This is a fake company profile for job 756.,This is a suspicious job description for position 756.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 1059,Remote,Operations,$3000/month,This is a reputable company profile for job 1059.,This is a genuine job description for position 1059.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Real Job Title 119,Remote,Operations,$3000/month,This is a reputable company profile for job 119.,This is a genuine job description for position 119.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Real Job Title 1025,Remote,Operations,$3000/month,This is a reputable company profile for job 1025.,This is a genuine job description for position 1025.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 1017,Remote,Operations,$5000/month,This is a fake company profile for job 1017.,This is a suspicious job description for position 1017.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 282,"New York, NY",HR,$3000/month,This is a reputable company profile for job 282.,This is a genuine job description for position 282.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 343,Remote,Operations,$5000/month,This is a fake company profile for job 343.,This is a suspicious job description for position 343.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 1317,Remote,Operations,$3000/month,This is a reputable company profile for job 1317.,This is a genuine job description for position 1317.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 1092,"New York, NY",HR,$5000/month,This is a fake company profile for job 1092.,This is a suspicious job description for position 1092.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 969,Remote,Operations,$3000/month,This is a reputable company profile for job 969.,This is a genuine job description for position 969.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Real Job Title 1666,"New York, NY",HR,$3000/month,This is a reputable company profile for job 1666.,This is a genuine job description for position 1666.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 1986,"New York, NY",HR,$5000/month,This is a fake company profile for job 1986.,This is a suspicious job description for position 1986.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 1906,"New York, NY",HR,$3000/month,This is a reputable company profile for job 1906.,This is a genuine job description for position 1906.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 565,Remote,Operations,$5000/month,This is a fake company profile for job 565.,This is a suspicious job description for position 565.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 1938,"New York, NY",HR,$5000/month,This is a fake company profile for job 1938.,This is a suspicious job description for position 1938.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 310,"New York, NY",HR,$5000/month,This is a fake company profile for job 310.,This is a suspicious job description for position 310.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 620,"New York, NY",HR,$3000/month,This is a reputable company profile for job 620.,This is a genuine job description for position 620.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 119,Remote,Operations,$5000/month,This is a fake company profile for job 119.,This is a suspicious job description for position 119.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 1743,Remote,Operations,$3000/month,This is a reputable company profile for job 1743.,This is a genuine job description for position 1743.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 1272,"New York, NY",HR,$5000/month,This is a fake company profile for job 1272.,This is a suspicious job description for position 1272.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 156,"New York, NY",HR,$3000/month,This is a reputable company profile for job 156.,This is a genuine job description for position 156.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Real Job Title 1848,"New York, NY",HR,$3000/month,This is a reputable company profile for job 1848.,This is a genuine job description for position 1848.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 1899,Remote,Operations,$5000/month,This is a fake company profile for job 1899.,This is a suspicious job description for position 1899.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 1656,"New York, NY",HR,$3000/month,This is a reputable company profile for job 1656.,This is a genuine job description for position 1656.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 461,Remote,Operations,$5000/month,This is a fake company profile for job 461.,This is a suspicious job description for position 461.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 305,Remote,Operations,$3000/month,This is a reputable company profile for job 305.,This is a genuine job description for position 305.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 583,Remote,Operations,$5000/month,This is a fake company profile for job 583.,This is a suspicious job description for position 583.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 1389,Remote,Operations,$5000/month,This is a fake company profile for job 1389.,This is a suspicious job description for position 1389.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 1014,"New York, NY",HR,$5000/month,This is a fake company profile for job 1014.,This is a suspicious job description for position 1014.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 1957,Remote,Operations,$3000/month,This is a reputable company profile for job 1957.,This is a genuine job description for position 1957.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 1996,"New York, NY",HR,$5000/month,This is a fake company profile for job 1996.,This is a suspicious job description for position 1996.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 965,Remote,Operations,$5000/month,This is a fake company profile for job 965.,This is a suspicious job description for position 965.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 1308,"New York, NY",HR,$3000/month,This is a reputable company profile for job 1308.,This is a genuine job description for position 1308.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 423,Remote,Operations,$5000/month,This is a fake company profile for job 423.,This is a suspicious job description for position 423.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 576,"New York, NY",HR,$3000/month,This is a reputable company profile for job 576.,This is a genuine job description for position 576.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 597,Remote,Operations,$5000/month,This is a fake company profile for job 597.,This is a suspicious job description for position 597.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 1956,"New York, NY",HR,$5000/month,This is a fake company profile for job 1956.,This is a suspicious job description for position 1956.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 1489,Remote,Operations,$5000/month,This is a fake company profile for job 1489.,This is a suspicious job description for position 1489.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 1707,Remote,Operations,$3000/month,This is a reputable company profile for job 1707.,This is a genuine job description for position 1707.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 1501,Remote,Operations,$5000/month,This is a fake company profile for job 1501.,This is a suspicious job description for position 1501.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 1300,"New York, NY",HR,$3000/month,This is a reputable company profile for job 1300.,This is a genuine job description for position 1300.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Real Job Title 133,Remote,Operations,$3000/month,This is a reputable company profile for job 133.,This is a genuine job description for position 133.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 954,"New York, NY",HR,$5000/month,This is a fake company profile for job 954.,This is a suspicious job description for position 954.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 1193,Remote,Operations,$5000/month,This is a fake company profile for job 1193.,This is a suspicious job description for position 1193.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 862,"New York, NY",HR,$3000/month,This is a reputable company profile for job 862.,This is a genuine job description for position 862.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Real Job Title 844,"New York, NY",HR,$3000/month,This is a reputable company profile for job 844.,This is a genuine job description for position 844.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Real Job Title 1802,"New York, NY",HR,$3000/month,This is a reputable company profile for job 1802.,This is a genuine job description for position 1802.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Real Job Title 1629,Remote,Operations,$3000/month,This is a reputable company profile for job 1629.,This is a genuine job description for position 1629.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Real Job Title 1994,"New York, NY",HR,$3000/month,This is a reputable company profile for job 1994.,This is a genuine job description for position 1994.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
